session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
12728,6,194,17,5,194,296,194,5,17,18,9
12729,17,194,296,18,5,18,296,5,17,194,9
12730,5,17,5,296,194,18,5,24,28,6,9
12731,5,17,194,296,18,296,18,194,17,5,9
12732,6,194,296,18,5,194,17,194,17,296,9
12733,18,194,5,5,17,194,296,18,194,296,9
12734,5,17,18,194,194,296,18,5,17,194,9
12735,194,296,5,17,18,194,296,18,5,17,9
12736,18,296,194,17,5,5,194,296,18,194,9
12737,5,17,5,17,5,18,194,296,5,17,9
12738,5,194,18,296,5,18,296,17,5,194,9
12739,5,296,194,5,18,194,17,5,17,194,9
12740,296,18,5,5,5,194,296,18,17,194,9
12741,5,2,2,9,2,6,2597,4759,4648,3946,9
12742,3491,3660,2615,2579,4139,3273,2829,4464,4621,4140,9
12743,3158,244,3470,4184,1716,4211,1055,416,872,1716,9
12744,1055,197,201,123,3553,1716,1055,4380,3273,2615,9
12745,4,3003,1716,171,1716,4677,3003,5,123,197,9
12746,171,197,123,1055,5,342,1055,1055,1055,123,9
12747,197,201,1055,1571,1055,293,296,194,2,194,9
12748,2,17,5,18,5,18,45,296,194,17,9
12749,24,9,28,2,2,9,296,194,2,5,9
12750,18,9,17,5,2,1055,6,2579,2829,416,9
12751,2597,18,5,17,483,3158,2,4690,212,212,9
12752,812,6,227,227,17,194,296,18,5,483,9
12753,28,4,28,28,24,6,2,2,9,2,9
12754,9,2121,2,2121,2736,3,2121,2736,3,2,9
12755,1418,1448,3701,17,4565,22,9,4238,5,2,9
12756,192,45,18,22,1418,20,6,5,10,20,9
12757,1448,22,2789,10,17,18,5,2789,1448,6,9
12758,1448,22,18,1448,5,17,18,1448,22,17,9
12759,20,2,2,9,4,2,10,4,2,30,9
12760,3,6,28,28,4,10,30,4,6,3,9
12761,24,9,24,24,24,28,28,24,24,2,9
12762,6,9,321,6,24,28,24,24,24,28,9
12763,2,6,18,194,296,5,2,17,5,17,9
12764,5,18,296,194,9,4,321,4,2,2,9
12765,4,2,2,9,24,28,2,6,2,9,9
12766,2,265,9,2,9,17,194,296,18,5,9
12767,4,4,24,51,4,9,6,4,9,4,9
12768,9,51,6,45,17,5,18,296,194,5,9
12769,6,2,28,28,4,30,6,3,10,6,9
12770,51,9,4,28,9,4,6,28,24,24,9
12771,2,4686,9,2,2,292,292,292,292,292,9
12772,2,194,4,24,9,28,194,17,24,296,9
12773,5,18,9,430,2,430,5,1573,430,28,9
12774,51,4,6,430,5,2,2,1256,1256,1256,9
12775,4,3287,1256,3287,2843,2843,4223,1256,1256,1256,9
12776,1845,1845,28,28,4,24,2,2,3,6,9
12777,314,314,2,194,3,6,296,6,194,45,9
12778,296,18,6,17,10,5,194,6,194,6,9
12779,194,18,296,5,17,10,2,4,2,3,9
12780,4,10,2,2,10,4,6,3,3,4,9
12781,3,21,27,6,27,21,30,10,6,4,9
12782,9,3,28,30,4,9,6,28,4,9,9
12783,24,10,28,6,24,4,4,24,28,9,9
12784,4,28,28,10,28,28,28,28,30,28,9
12785,21,51,3,9,28,4,4,51,4,6,9
12786,43,6,6,2,24,9,28,9,9,194,9
12787,2,18,194,17,2,296,194,5,6,194,9
12788,296,18,17,194,194,5,2,24,6,9,9
12789,4,28,2,9,278,775,1144,2,26,775,9
12790,1144,775,775,775,26,775,6,194,18,194,9
12791,17,5,296,194,18,5,296,194,17,6,9
12792,194,194,17,296,18,5,775,26,775,101,9
12793,179,1355,181,40,26,40,40,40,181,179,9
12794,40,40,179,181,181,40,40,775,26,6,9
12795,775,101,775,26,179,181,181,179,40,40,9
12796,40,40,775,9,26,24,9,28,775,26,9
12797,775,775,26,40,40,40,194,194,18,17,9
12798,296,194,5,194,18,194,5,296,17,6,9
12799,194,17,296,5,194,18,4,6,2,9,9
12800,9,2,9,2,265,460,460,418,418,460,9
12801,28,2,24,2,9,31,2,187,900,18,9
12802,900,45,6,17,157,900,10,5,900,6,9
12803,10,900,900,18,157,17,5,900,900,17,9
12804,18,5,5,5,5,5,5,5,5,2,9
12805,2,17,18,900,5,2970,2,3,9,9,9
12806,3,2,2970,292,9,2,292,292,292,292,9
12807,292,292,292,292,292,507,292,507,507,507,9
12808,2,9,507,24,507,507,507,507,507,507,9
12809,28,507,292,24,9,28,425,4,10,21,9
12810,4,27,10,21,27,4,30,6,9,30,9
12811,4,6,28,10,4,9,28,28,24,3,9
12812,3,6,10,24,9,24,28,9,4,2,9
12813,3,9,2,9,3,1816,43,2,1816,4,9
12814,24,28,2,2,1816,2,870,1516,1826,2,9
12815,9,1242,870,1160,4588,1178,1659,259,259,259,9
12816,6,1160,870,1242,870,870,1390,1242,1160,870,9
12817,870,1242,1303,1160,870,9,2,9,2,2874,9
12818,2,1686,784,4,1686,24,1686,2874,3,784,9
12819,4057,5,4858,3,211,4676,1686,28,1686,2,9
12820,9,54,62,2,9,143,62,54,86,2,9
12821,86,9,2,62,54,2,9,62,2,54,9
12822,86,62,2,2,28,9,4,24,2,54,9
12823,86,62,9,2,2,9,2,9,2,2,9
12824,28,2,2,2,292,292,88,292,292,507,9
12825,292,292,292,292,292,507,507,507,4135,507,9
12826,507,24,28,507,507,507,507,4,292,24,9
12827,28,9,2,2,10,2,10,1516,870,2,9
12828,1242,1160,1516,870,4888,259,259,2,1738,1738,9
12829,45,18,17,5,2,5,17,18,1738,3,9
12830,5,3,2,1738,5,17,18,1738,18,5,9
12831,17,5,17,18,18,5,17,10,5,17,9
12832,6,24,28,2,2,2,9,2,9,6,9
12833,10,9,2,28,24,4,4,28,3,6,9
12834,4,9,51,28,4,219,548,24,28,4,9
12835,51,51,6,9,4,24,28,2,4,2,9
12836,9,24,28,9,4,4,28,24,4,9,9
12837,4,4,28,4,24,28,28,28,28,4,9
12838,4,4,4,2,4,210,292,28,2,9,9
12839,2,9,9,2,4,10,9,30,2,3,9
12840,10,4,28,30,6,9,3,28,10,4,9
12841,4,9,28,24,24,10,28,6,9,24,9
12842,4,51,6,6,4,4,4,28,9,51,9
12843,4,43,9,1035,24,2,9,2,2,2,9
12844,292,292,292,292,292,292,292,292,292,292,9
12845,292,292,292,292,292,292,507,507,507,507,9
12846,507,507,292,6,292,4,9,4,24,28,9
12847,2,2,292,9,2,292,2,2,430,9,9
12848,430,1573,430,5,430,9,430,24,9,5,9
12849,430,28,2,9,9,2,2,2,2,9,9
12850,1425,887,1425,5,1425,887,45,13,209,13,9
12851,1425,130,22,6,5,22,18,1425,5,17,9
12852,130,31,1128,13,22,1425,1128,38,5,6,9
12853,19,6,5,5,887,38,19,6,887,5,9
12854,1128,6,5,887,5,887,5,1128,6,5,9
12855,887,5,887,5,6,887,1128,5,887,5,9
12856,5,887,887,6,1128,5,887,5,5,53,9
12857,1128,2,166,6,9,166,166,166,17,18,9
12858,45,22,6,166,101,166,5,22,2,1572,9
12859,9,40,2,40,1572,1572,1572,1572,2,2,9
12860,40,62,143,54,9,2,86,54,62,314,9
12861,2,9,314,2,292,2,292,292,4,292,9
12862,2,292,292,292,292,2,9,9,54,62,9
12863,2,62,86,54,28,24,9,2,28,24,9
12864,28,28,28,4,6,24,4,425,10,4,9
12865,30,3,28,28,28,24,10,3,24,24,9
12866,24,24,24,51,6,30,9,28,24,4,9
12867,51,24,24,24,51,24,24,24,4,28,9
12868,28,28,4,9,6,43,3,548,219,219,9
12869,219,81,43,2,3,6,2,6,3,2,9
12870,952,41,41,2,82,82,41,41,165,169,9
12871,169,169,99,71,147,44,1059,99,44,169,9
12872,187,97,44,44,44,169,97,159,2,2,9
12873,169,944,2,944,2,944,944,95,944,13,9
12874,38,3,38,944,38,19,169,2,62,54,9
12875,143,54,86,62,54,54,226,2,2,2,9
12876,2,2,944,944,944,2,1745,2,1745,4521,9
12877,1745,1745,1745,226,169,44,169,169,156,147,9
12878,71,169,44,147,71,44,169,226,147,147,9
12879,169,226,95,169,169,169,71,44,95,159,9
12880,169,44,71,44,169,169,2,3,6,952,9
12881,2,41,41,3,6,2,2,82,82,41,9
12882,165,169,99,1059,44,156,169,44,169,44,9
12883,169,97,44,187,44,97,44,4,425,10,9
12884,21,4,159,27,21,27,6,10,4,30,9
12885,3,9,30,3,28,4,9,28,10,4,9
12886,4,24,9,28,28,10,24,9,6,24,9
12887,28,6,4,51,4,4,4,4,4,95,9
12888,9,169,9,97,43,9,169,2,1816,24,9
12889,28,4,28,51,99,6,9,2,24,4,9
12890,28,9,24,9,4,28,24,28,24,28,9
12891,24,9,4,24,28,24,4,28,24,9,9
12892,28,24,28,28,24,28,24,28,24,9,9
12893,24,28,24,28,28,24,9,24,28,24,9
12894,4,24,28,9,24,28,28,24,24,28,9
12895,24,28,28,24,9,28,24,28,24,28,9
12896,24,9,28,24,28,24,28,4,28,24,9
12897,28,9,28,24,147,226,71,147,95,44,9
12898,169,147,71,159,169,169,95,169,4,24,9
12899,24,28,169,24,28,9,24,28,28,24,9
12900,43,43,2,6,3,149,3,6,2,149,9
12901,76,149,149,1605,149,76,521,521,76,149,9
12902,149,210,149,76,149,149,76,2,2,2,9
12903,88,2,2,1516,2,1826,870,1303,1160,1242,9
12904,1826,1390,1303,3116,1516,1303,3637,217,217,2,9
12905,2,2,1160,870,1390,1242,1303,3544,2,736,9
12906,2,736,736,2,1360,1360,1360,1360,1360,1360,9
12907,736,2,736,736,736,2,736,736,736,736,9
12908,2,736,736,736,736,2,2,2,699,1337,9
12909,805,2,919,1337,805,1339,699,919,699,2866,9
12910,2,314,314,2,2,2,2,2,2,86,9
12911,143,54,62,2866,2934,3075,3525,2,5,6,9
12912,3075,2934,6,10,6,1957,2,10,1957,2,9
12913,2,2,31,1725,1347,421,1347,421,342,421,9
12914,192,342,1347,421,2,1957,1957,2,62,86,9
12915,54,2,2,2,2,2,2,725,725,17,9
12916,5,725,45,6,18,3,5,10,6,725,9
12917,725,10,6,17,5,725,18,5,725,725,9
12918,725,2,2,2,62,54,86,2,2,149,9
12919,76,149,149,76,76,149,2,149,76,76,9
12920,76,76,149,76,76,149,149,149,76,76,9
12921,76,2,6,3,6,3,2,2,2,146,9
12922,102,2118,635,84,31,2,5,635,102,84,9
12923,2118,813,73,2118,1362,415,146,102,84,122,9
12924,1214,386,5,1321,84,122,386,146,1990,415,9
12925,1809,544,6,45,18,5,17,544,22,53,9
12926,125,22,146,84,22,20,2082,73,84,872,9
12927,813,10,386,415,5,386,73,122,544,452,9
12928,418,73,53,125,216,20,6,418,5,17,9
12929,10,87,18,418,418,84,5,87,2686,635,9
12930,2686,84,813,386,73,5,415,20,84,2824,9
12931,623,1010,635,2824,813,386,1010,415,84,73,9
12932,5,386,2,1213,2108,2492,31,1742,1756,1455,9
12933,2,1778,706,17,5,2010,1756,1742,1455,1778,9
12934,10,6,18,3061,171,20,706,171,251,5,9
12935,1213,245,3962,128,2841,2841,2498,2292,1983,2292,9
12936,1983,2343,2498,2274,1983,2292,1983,2343,2274,2274,9
12937,6,5,17,706,18,1213,20,706,173,5,9
12938,706,3061,524,1213,706,17,706,18,6,5,9
12939,706,20,5,2,3,6,2,6,3,43,9
12940,81,43,2,2,2,2,2,6,6,17,9
12941,5,418,10,6,20,6,418,418,20,22,9
12942,10,2,314,2,314,2,2,2,17,10,9
12943,6,5,5,6,10,6,17,6,5,10,9
12944,2,2,2,2,2,4,10,4,4,21,9
12945,3,4,27,10,21,27,4,30,6,3,9
12946,4,9,28,30,28,9,24,6,4,28,9
12947,9,10,6,24,24,24,28,28,4,4,9
12948,9,28,24,24,9,24,4,51,4,4,9
12949,4,4,4,28,51,24,28,24,6,9,9
12950,9,9,4,9,2,4,9,9,24,28,9
12951,4,24,28,4,4,4,2,9,9,4,9
12952,28,9,2,9,6,51,51,24,9,4,9
12953,4,51,9,28,6,2,28,2,24,9,9
12954,28,4,9,28,9,24,4,9,24,28,9
12955,28,24,4,9,9,24,28,4,9,24,9
12956,28,28,24,9,4,28,24,4,4,28,9
12957,9,24,4,9,4,28,24,4,28,24,9
12958,4,9,28,4,9,24,24,28,4,9,9
12959,4,28,4,24,4,9,28,24,4,9,9
12960,28,24,4,9,24,28,28,24,4,28,9
12961,24,4,9,28,4,9,24,9,24,28,9
12962,4,28,4,24,28,9,28,4,9,24,9
12963,28,24,9,28,4,24,28,9,28,24,9
12964,4,9,28,24,9,24,4,24,28,24,9
12965,28,9,28,4,9,24,9,28,28,60,9
12966,60,39,2,6,3,6,3,2,2,81,9
12967,43,2,2,2,2,2,2,17,6,5,9
12968,53,6,22,53,2,2,2,2,31,17,9
12969,5,5,2,39,39,60,60,3,60,60,9
12970,81,43,39,39,39,39,2,3,6,2,9
12971,6,3,2,118,90,146,108,31,2,5,9
12972,90,31,22,20,108,90,20,872,90,5,9
12973,45,108,73,90,22,5,102,18,17,90,9
12974,5,20,118,3,102,43,90,682,108,90,9
12975,118,90,392,5,6,73,20,813,5,90,9
12976,22,386,6,544,73,20,10,415,108,466,9
12977,146,5,544,789,90,859,544,20,2,2,9
12978,4,3,2,10,4,4,3,6,4,3,9
12979,21,27,6,9,3,6,30,27,21,10,9
12980,4,9,4,28,30,28,9,6,4,24,9
12981,10,9,28,6,24,9,4,6,4,28,9
12982,24,24,4,4,28,4,24,9,4,28,9
12983,9,4,24,28,4,24,28,4,24,4,9
12984,24,4,28,9,4,28,28,28,4,24,9
12985,28,4,24,28,4,9,24,28,4,28,9
12986,24,28,4,24,28,28,4,24,24,28,9
12987,9,4,24,28,24,28,4,28,39,61,9
12988,3,43,81,548,219,219,425,4,3,10,9
12989,21,4,27,21,10,27,4,30,3,6,9
12990,9,4,30,3,28,4,9,28,10,9,9
12991,4,24,9,28,28,81,43,4,9,24,9
12992,10,6,24,51,4,4,24,51,28,28,9
12993,43,24,28,24,28,6,6,4,4,24,9
12994,28,4,51,4,9,9,28,43,425,4,9
12995,10,21,4,27,27,21,10,9,4,30,9
12996,6,10,28,4,3,9,3,6,4,28,9
12997,4,9,24,28,10,6,24,9,28,28,9
12998,24,24,43,6,4,9,24,28,24,28,9
12999,24,9,28,9,4,24,28,24,28,4,9
13000,2,3,9,3,9,2,2,2159,363,363,9
13001,2,363,363,9,2,363,24,363,2,9,9
13002,28,4,2,2,2,363,9,2,363,2,9
13003,363,3,9,2,363,2,363,2,363,363,9
13004,363,363,9,2,28,363,2,363,363,24,9
13005,28,4,363,363,363,2,9,773,2,773,9
13006,28,24,851,2,851,363,363,363,24,9,9
13007,28,4,1243,1243,1243,101,463,40,433,463,9
13008,433,463,463,28,1243,40,433,2,2,9,9
13009,25,2,64,6,25,40,1243,101,433,463,9
13010,25,64,6,9,64,6,64,6,64,9,9
13011,64,64,9,25,25,64,64,25,3886,2,9
13012,4224,1243,101,40,40,28,24,1243,101,2,9
13013,9,40,363,64,64,6,9,64,4,24,9
13014,28,363,28,9,24,2,9,363,28,363,9
13015,9,363,24,28,4,363,363,2,2,6,9
13016,45,1588,416,18,1588,1481,22,5,17,6,9
13017,3,22,6,22,10,10,5,10,211,645,9
13018,482,483,741,2,22,2,17,5,1588,18,9
13019,5,1481,416,6,20,22,10,20,483,3,9
13020,2352,617,455,2352,4871,2352,961,961,961,961,9
13021,961,961,961,961,961,10,961,3,1588,961,9
13022,18,1588,17,6,5,5,6,20,1481,24,9
13023,1481,28,24,4,51,9,2,28,4,363,9
13024,363,9,6,24,28,4,2,363,28,4201,9
13025,2159,363,2,2,9,783,5,24,31,845,9
13026,6,28,22,845,20,9,22,20,10,4,9
13027,24,51,28,4,28,24,51,51,51,9,9
13028,24,4,24,28,4,24,28,4,773,2,9
13029,2,2,9,1998,9,24,2,202,1176,28,9
13030,2,9,4,363,2,86,143,54,62,2,9
13031,1593,1593,1176,4494,1593,1593,202,1176,45,3,9
13032,5,18,1593,3,15,5,105,4,86,62,9
13033,2,105,2,9,31,1145,1304,31,1062,522,9
13034,522,3113,522,5,22,73,216,18,452,192,9
13035,5,45,522,20,87,17,6,22,193,1145,9
13036,87,5,87,522,5,3556,5,18,20,17,9
13037,3113,216,762,87,73,522,22,5,28,87,9
13038,4,2,9,102,84,146,31,9,2,4849,9
13039,84,2316,813,102,386,1321,386,1990,415,1809,9
13040,544,418,418,593,5,122,84,415,593,22,9
13041,6,73,146,102,84,1362,146,18,53,17,9
13042,122,5,125,10,22,6,5,10,2316,4583,9
13043,84,6,122,813,386,5,22,5,20,5,9
13044,1145,522,1062,73,22,2,1126,20,9,1126,9
13045,31,1126,73,5,1126,342,128,1126,251,859,9
13046,1751,251,24,28,1126,73,593,73,73,3860,9
13047,1391,4,2,773,4122,773,773,2,17,2,9
13048,9,5,1278,229,22,130,2878,18,6,10,9
13049,53,2878,22,5,4363,20,9,2,10,9,9
13050,24,28,4,2,2,54,86,62,28,363,9
13051,4,24,363,28,43,5,845,20,4,20,9
13052,24,28,43,4,22,6,363,4,28,24,9
13053,9,28,4,24,28,4,24,28,4,24,9
13054,28,4,24,9,28,363,4,2,62,54,9
13055,9,62,86,24,4,28,4,28,53,24,9
13056,2,9,4,28,51,60,60,60,60,39,9
13057,3,81,43,39,10,425,4,21,4,27,9
13058,10,21,27,4,3,30,4,3,30,28,9
13059,6,9,28,10,9,4,24,28,24,9,9
13060,4,6,10,9,4,24,4,9,28,6,9
13061,51,4,6,4,4,4,4,39,256,4,9
13062,24,28,28,51,6,9,9,4,24,28,9
13063,24,4,28,24,9,4,28,24,28,24,9
13064,28,4,28,24,28,9,24,28,4,24,9
13065,28,24,28,28,24,9,28,4,28,24,9
13066,28,4,24,28,28,24,28,9,24,28,9
13067,4,24,28,28,24,28,28,28,4,24,9
13068,39,2,3,6,6,2,3,3,2,1221,9
13069,5,124,3,43,124,3,2,39,39,39,9
13070,43,41,2,41,6,3,82,82,41,165,9
13071,169,1059,99,169,97,187,97,95,159,169,9
13072,99,44,97,169,44,44,44,169,44,156,9
13073,99,3,2,6,169,169,44,169,2,2,9
13074,2,169,44,2,42,1767,1767,42,2,2,9
13075,2,1351,29,2,1351,29,2,29,1868,113,9
13076,29,113,29,2,1868,1868,29,2,2,99,9
13077,95,2,1868,3,39,81,43,2,3,6,9
13078,2,6,3,2,39,425,10,21,4,4,9
13079,27,10,21,27,6,3,9,4,30,9,9
13080,10,3,30,28,6,4,9,28,24,9,9
13081,28,4,6,10,24,9,4,9,28,24,9
13082,6,51,4,4,4,51,9,6,24,28,9
13083,4,4,4,4,24,28,28,28,9,4,9
13084,3,2,3,6,4,21,2,6,10,27,9
13085,2,3,21,10,30,27,4,3,51,9,9
13086,30,9,51,28,10,4,9,6,28,6,9
13087,28,4,51,6,10,4,24,28,9,6,9
13088,24,24,81,43,4,24,28,28,24,6,9
13089,4,9,28,4,30,3,4,28,10,9,9
13090,9,39,6,28,4,24,28,24,28,4,9
13091,9,39,28,24,4,6,28,4,51,24,9
13092,4,9,28,9,24,9,4,28,24,3,9
13093,425,4,10,21,4,27,3,21,27,10,9
13094,4,30,6,9,4,3,28,30,28,4,9
13095,9,24,28,10,28,6,24,51,6,24,9
13096,28,9,4,4,4,81,43,28,4,51,9
13097,39,39,6,9,24,28,4,51,4,24,9
13098,9,28,9,4,28,28,43,39,425,4,9
13099,10,21,4,27,21,10,4,30,27,3,9
13100,9,30,6,28,4,3,51,28,4,10,9
13101,9,6,4,28,51,10,24,28,9,4,9
13102,6,24,4,24,28,6,9,4,24,28,9
13103,28,24,9,39,43,69,69,160,69,69,9
13104,160,2,3,6,164,3,6,2,182,168,9
13105,164,161,5,312,161,5,168,164,182,41,9
13106,425,4,10,21,4,27,10,21,27,4,9
13107,6,4,30,3,9,30,3,28,9,4,9
13108,6,4,24,28,10,28,10,9,6,24,9
13109,4,4,4,9,24,4,28,24,51,9,9
13110,4,4,51,24,28,9,4,51,4,4,9
13111,6,24,28,9,24,9,4,24,28,24,9
13112,28,4,28,24,9,24,4,28,24,28,9
13113,24,28,24,9,28,4,24,24,28,28,9
13114,24,24,28,2,6,3,4,10,6,2,9
13115,21,2,27,2,3,9,3,4,27,21,9
13116,30,10,28,30,6,4,9,28,24,10,9
13117,9,28,4,28,10,6,24,9,28,4,9
13118,4,4,9,81,268,268,24,4,9,9,9
13119,43,6,6,2,9,2,9,952,41,41,9
13120,2,2,82,41,41,165,169,169,1059,187,9
13121,97,99,97,95,159,97,44,44,44,44,9
13122,169,169,169,169,226,4,44,169,1272,24,9
13123,1272,9,28,169,6,24,169,226,4,24,9
13124,28,9,9,4,2,9,2,9,28,95,9
13125,24,4,28,43,351,351,505,69,69,160,9
13126,2,2,6,2,3,3,2,2,2,114,9
13127,563,114,114,563,114,114,114,3,6,2,9
13128,114,563,114,114,114,114,176,162,2,98,9
13129,162,176,176,162,379,404,379,176,409,369,9
13130,398,423,388,162,404,98,367,5,176,390,9
13131,398,409,367,98,388,404,3,369,423,379,9
13132,390,176,98,3,239,239,664,664,216,98,9
13133,409,367,176,162,516,98,3,176,388,369,9
13134,98,216,516,98,128,176,367,98,369,398,9
13135,423,379,388,404,3,409,216,98,516,398,9
13136,388,176,409,98,216,859,216,98,369,404,9
13137,176,251,367,3,245,98,245,342,128,388,9
13138,176,216,404,398,98,516,98,98,3,73,9
13139,31,5,516,216,98,409,176,404,369,98,9
13140,73,176,409,388,398,369,98,423,404,379,9
13141,3,367,73,1867,73,176,404,409,3,379,9
13142,98,516,216,98,98,73,73,176,423,409,9
13143,98,176,216,98,73,3927,2243,2243,2243,425,9
13144,4,10,2,21,4,2,6,3,27,10,9
13145,21,27,4,30,6,28,10,6,30,9,9
13146,4,4,3,28,4,9,24,28,10,4,9
13147,6,24,24,9,28,24,6,51,4,9,9
13148,4,4,4,28,3,6,2,43,4,51,9
13149,24,9,6,24,28,2,2,9,2,1066,9
13150,2409,45,9,2,1954,3723,4331,1610,452,18,9
13151,1610,2409,17,1066,5,2409,872,1066,193,3,9
13152,1928,349,2498,10,10,1954,1066,2263,128,1610,9
13153,1066,5,1928,1863,1610,1954,1863,1928,1863,1759,9
13154,4226,1610,1759,1066,1954,1759,1759,1759,2263,1066,9
13155,5,18,17,1066,1928,5,6,1863,293,2263,9
13156,1751,1066,5,17,18,1066,5,2,176,162,9
13157,98,162,176,98,162,369,176,162,98,379,9
13158,409,367,398,388,404,423,162,390,390,3,9
13159,388,162,409,379,369,398,423,98,176,404,9
13160,162,3,3,239,367,423,404,162,176,367,9
13161,162,176,98,216,664,516,162,664,239,98,9
13162,162,176,239,216,664,423,98,176,162,516,9
13163,98,239,3,664,24,9,28,9,4,176,9
13164,379,367,162,216,379,98,516,98,3,239,9
13165,5,664,423,176,409,98,162,216,423,98,9
13166,3,98,5,162,176,98,423,379,3,367,9
13167,162,398,404,388,409,369,162,176,409,379,9
13168,98,516,98,176,216,98,162,3,367,404,9
13169,98,388,369,398,409,379,423,176,162,3,9
13170,216,176,162,379,98,216,3,162,98,245,9
13171,251,1751,176,162,404,367,98,216,367,98,9
13172,245,3,128,342,859,388,162,176,98,216,9
13173,516,98,3,98,24,4,369,162,176,367,9
13174,379,379,98,216,28,98,98,423,369,398,9
13175,409,367,162,98,404,379,176,388,98,162,9
13176,3,2,920,22,6,2,225,172,1638,710,9
13177,920,5,1019,1296,6,1583,920,639,458,710,9
13178,22,710,6,458,9,10,88,710,20,710,9
13179,1642,458,20,920,20,1019,458,710,225,1709,9
13180,458,10,172,225,458,1567,1314,225,458,1927,9
13181,1183,458,2047,225,458,2024,4,51,10,1296,9
13182,863,4233,920,5,1019,225,1583,1296,458,4709,9
13183,2577,2648,5,1638,617,2648,2577,1314,225,1296,9
13184,6,20,216,2291,920,1642,1019,458,24,225,9
13185,1709,458,225,1567,458,225,28,458,1927,225,9
13186,225,1314,458,2024,458,2047,920,22,5,1296,9
13187,920,1019,225,5,1638,1583,458,225,6,20,9
13188,225,20,1019,225,20,1642,1709,1128,225,225,9
13189,458,1567,458,1927,225,1128,2024,458,225,2047,9
13190,458,920,5,1019,1296,920,5,225,1583,20,9
13191,6,458,1638,225,20,710,863,1642,1019,4334,9
13192,458,1709,225,1567,458,225,1927,225,2047,2024,9
13193,458,225,920,5,1019,920,1296,5,1638,225,9
13194,1583,458,225,6,20,1642,458,20,225,1709,9
13195,225,1019,458,225,1567,458,2,2,9,24,9
13196,28,2,176,162,4,98,162,162,162,98,9
13197,379,367,398,369,388,176,404,423,409,162,9
13198,404,379,398,369,423,24,367,162,176,388,9
13199,409,98,162,3,239,664,239,176,388,28,9
13200,9,98,664,162,516,216,98,162,3,162,9
13201,398,162,176,98,216,516,176,98,3,216,9
13202,2,2,9,9,532,567,2,567,532,532,9
13203,532,475,567,28,567,567,567,28,28,28,9
13204,28,28,28,28,28,28,28,28,28,28,9
13205,28,28,28,28,28,28,28,2,210,2,9
13206,2,6,3,4,10,2,21,4,10,21,9
13207,3,2,6,43,2,2,2,176,162,98,9
13208,176,162,409,176,162,367,398,369,423,379,9
13209,404,98,162,216,3,423,367,388,379,369,9
13210,398,409,404,162,176,379,98,390,390,390,9
13211,3,162,239,176,162,176,388,516,98,162,9
13212,664,2,2,2,2,2186,2186,2186,162,98,9
13213,3,390,162,3,5,664,239,239,162,216,9
13214,98,398,369,664,176,369,98,3,390,98,9
13215,176,162,398,388,367,216,516,388,398,98,9
13216,390,3,98,239,664,423,398,367,379,162,9
13217,369,176,388,404,98,409,98,162,3,379,9
13218,98,162,176,388,216,516,98,176,162,98,9
13219,128,3,98,162,2,2,6,3,2,98,9
13220,6,2,176,3,162,162,98,367,379,388,9
13221,369,423,404,162,176,398,409,162,98,369,9
13222,379,423,367,388,404,162,176,409,3,398,9
13223,98,245,390,251,1751,390,390,388,98,176,9
13224,423,369,379,409,404,367,398,162,162,3,9
13225,859,128,176,162,369,98,162,216,516,173,9
13226,162,98,3,162,245,342,245,176,162,369,9
13227,367,367,216,516,98,98,98,245,162,176,9
13228,398,404,98,216,516,369,98,3,216,176,9
13229,388,367,379,369,404,423,409,398,162,3,9
13230,98,162,4,425,10,21,4,27,10,21,9
13231,27,4,30,4,6,9,10,28,4,28,9
13232,9,4,3,28,24,28,10,3,6,24,9
13233,2,24,2,3,9,9,3,176,2,162,9
13234,98,162,98,162,176,162,192,162,176,176,9
13235,162,98,367,388,409,404,379,398,369,423,9
13236,98,162,5,911,409,98,423,404,398,367,9
13237,379,388,176,369,3,390,3,390,239,664,9
13238,98,664,162,369,176,379,162,379,216,98,9
13239,516,3,98,239,4,24,98,98,3,245,9
13240,128,87,390,87,87,176,379,369,404,423,9
13241,367,398,409,388,98,43,98,3,239,664,9
13242,367,404,388,176,516,216,367,98,216,98,9
13243,3,98,216,423,369,176,516,369,4,98,9
13244,3,9,9,28,98,176,398,404,216,398,9
13245,98,3,98,176,409,398,388,404,379,367,9
13246,423,369,216,98,3,176,409,388,398,98,9
13247,216,516,98,3,193,98,98,379,367,176,9
13248,216,24,3,98,342,28,4,173,4,51,9
13249,4,9,24,4,28,51,6,24,6,173,9
13250,6,28,6,9,28,4,24,2,2,6,9
13251,3,3,2,6,43,2,2,6,3,2,9
13252,2,3,6,736,2,2,2,799,616,2,9
13253,799,616,799,799,616,2,616,799,616,799,9
13254,799,799,616,616,616,791,2,791,2,3713,9
13255,2,2,799,616,616,799,616,799,616,799,9
13256,616,799,799,616,616,799,616,616,616,616,9
13257,616,616,2,2,2,2,2,1360,2,4,9
13258,425,10,21,4,21,4,10,21,4,10,9
13259,2,2,2,88,2,88,1655,31,2663,13,9
13260,38,45,1030,2797,275,1655,4708,31,2181,3,9
13261,2879,275,1655,3,2181,2663,203,13,2879,275,9
13262,13,275,1655,5,18,1655,17,203,5,38,9
13263,19,203,38,529,565,19,203,3398,2,2,9
13264,6,3,3,2,6,2,88,2,2,3554,9
13265,4240,45,2248,2,4551,17,18,452,2,5,9
13266,872,246,204,349,2,2248,18,17,5,2248,9
